No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Kualitas_Udara,TEMP_Category
15,2013,Maret,1,14,6.0,9.0,7.0,11.0,0.4,77.0,6.0,1025.9,-19.6,0.0,North-West,4.4,Aotizhongxin,1,Sejuk
16,2013,Maret,1,15,8.0,15.0,7.0,14.0,0.4,76.0,6.2,1025.7,-18.6,0.0,North-North-East,2.8,Aotizhongxin,1,Sejuk
17,2013,Maret,1,16,9.0,19.0,9.0,13.0,0.4,76.0,5.9,1025.6,-18.1,0.0,North-North-West,3.9,Aotizhongxin,1,Sejuk
18,2013,Maret,1,17,10.0,23.0,11.0,15.0,0.4,74.0,4.3,1026.3,-18.7,0.0,North-North-East,2.8,Aotizhongxin,1,Sejuk
19,2013,Maret,1,18,11.0,20.0,8.0,20.0,0.5,70.0,3.1,1027.4,-18.4,0.0,North-North-East,2.1,Aotizhongxin,1,Sejuk
20,2013,Maret,1,19,8.0,14.0,12.0,30.0,0.5,60.0,2.3,1028.3,-18.4,0.0,North,2.8,Aotizhongxin,1,Sejuk
21,2013,Maret,1,20,11.0,17.0,13.0,33.0,0.6,55.0,1.7,1029.1,-17.3,0.0,North,2.1,Aotizhongxin,1,Sejuk
22,2013,Maret,1,21,12.0,18.0,16.0,35.0,0.5,50.0,0.6,1030.1,-16.7,0.0,East-North-East,0.8,Aotizhongxin,1,Sejuk
23,2013,Maret,1,22,15.0,19.0,21.0,57.0,0.7,32.0,0.9,1030.5,-17.4,0.0,East-North-East,1.8,Aotizhongxin,1,Sejuk
24,2013,Maret,1,23,24.0,24.0,26.0,54.0,0.6,36.0,-0.2,1030.5,-17.4,0.0,East-North-East,1.4,Aotizhongxin,1,Dingin
25,2013,Maret,2,0,22.0,24.0,24.0,44.0,0.5,44.0,-0.4,1031.0,-17.6,0.0,East-North-East,1.4,Aotizhongxin,1,Dingin
26,2013,Maret,2,1,14.0,17.0,21.0,36.0,0.4,50.0,-1.0,1031.3,-17.3,0.0,North-North-East,1.1,Aotizhongxin,1,Dingin
27,2013,Maret,2,2,13.0,13.0,20.0,37.0,0.4,47.0,-1.5,1030.9,-16.9,0.0,East,1.7,Aotizhongxin,1,Dingin
28,2013,Maret,2,3,3.0,9.0,13.0,34.0,0.4,52.0,-1.4,1030.6,-17.6,0.0,North-North-East,1.4,Aotizhongxin,1,Dingin
29,2013,Maret,2,4,3.0,7.0,18.0,43.0,0.4,43.0,-1.5,1030.8,-17.7,0.0,North-North-West,0.9,Aotizhongxin,1,Dingin
30,2013,Maret,2,5,9.0,11.0,19.0,70.0,0.5,20.0,-1.8,1030.1,-17.5,0.0,North-North-East,2.0,Aotizhongxin,1,Dingin
31,2013,Maret,2,6,4.0,10.0,28.0,46.0,0.5,39.0,-2.5,1029.6,-17.7,0.0,North-West,0.7,Aotizhongxin,1,Dingin
32,2013,Maret,2,7,3.0,11.0,34.0,58.0,0.5,27.0,-1.7,1029.8,-17.0,0.0,North-East,1.2,Aotizhongxin,1,Dingin
33,2013,Maret,2,8,3.0,7.0,21.0,49.0,0.5,43.0,-0.4,1029.6,-17.6,0.0,North-East,1.8,Aotizhongxin,1,Dingin
34,2013,Maret,2,9,10.0,14.0,47.0,62.0,0.7,29.0,0.6,1029.7,-16.7,0.0,North-East,1.7,Aotizhongxin,1,Sejuk
35,2013,Maret,2,10,11.0,19.0,36.0,60.0,0.6,34.0,1.7,1028.9,-16.3,0.0,West,1.6,Aotizhongxin,1,Sejuk
36,2013,Maret,2,11,18.0,29.0,36.0,70.0,0.8,27.0,2.2,1028.2,-16.8,0.0,South-South-West,3.1,Aotizhongxin,1,Sejuk
37,2013,Maret,2,12,26.0,30.0,25.0,76.0,0.9,22.0,2.7,1027.3,-16.4,0.0,West-South-West,2.7,Aotizhongxin,1,Sejuk
38,2013,Maret,2,13,25.0,33.0,20.0,57.0,0.7,39.0,3.3,1025.7,-16.4,0.0,West,1.5,Aotizhongxin,1,Sejuk
39,2013,Maret,2,14,26.0,35.0,22.0,54.0,0.7,43.0,3.8,1024.8,-16.0,0.0,South-East,1.3,Aotizhongxin,1,Sejuk
40,2013,Maret,2,15,37.0,40.0,24.0,55.0,0.7,44.0,3.9,1024.1,-16.5,0.0,West-North-West,1.2,Aotizhongxin,1,Sejuk
41,2013,Maret,2,16,37.0,46.0,29.0,63.0,1.0,38.0,3.5,1023.6,-15.2,0.0,West-South-West,2.5,Aotizhongxin,1,Sejuk
42,2013,Maret,2,17,44.0,58.0,45.0,77.0,1.2,30.0,2.2,1023.4,-13.6,0.0,South-South-East,0.4,Aotizhongxin,2,Sejuk
43,2013,Maret,2,18,54.0,79.0,50.0,80.0,1.1,24.0,1.2,1023.2,-12.3,0.0,West,0.9,Aotizhongxin,2,Sejuk
44,2013,Maret,2,19,61.0,86.0,50.0,97.0,1.3,10.0,1.5,1022.9,-13.8,0.0,North-East,1.2,Aotizhongxin,2,Sejuk
45,2013,Maret,2,20,67.0,96.0,54.0,108.0,1.399,2.0,1.2,1022.9,-14.1,0.0,North-North-East,1.2,Aotizhongxin,2,Sejuk
46,2013,Maret,2,21,74.0,103.0,72.0,107.0,1.399,2.0,0.6,1022.6,-14.2,0.0,North-East,1.3,Aotizhongxin,2,Sejuk
47,2013,Maret,2,22,81.0,113.0,84.0,110.0,1.5,3.0,-0.6,1022.3,-13.9,0.0,North-North-East,1.4,Aotizhongxin,2,Dingin
48,2013,Maret,2,23,93.0,120.0,87.0,107.0,1.7,2.0,-0.8,1021.1,-13.4,0.0,North,1.3,Aotizhongxin,2,Dingin
49,2013,Maret,3,0,112.0,130.0,73.0,100.0,1.899,2.0,-1.4,1020.4,-13.0,0.0,North-North-East,1.2,Aotizhongxin,2,Dingin
50,2013,Maret,3,1,109.0,132.0,80.0,101.0,2.2,2.0,-2.0,1019.4,-13.2,0.0,North-East,1.2,Aotizhongxin,3,Dingin
51,2013,Maret,3,2,110.0,132.0,98.0,99.0,2.399,2.0,-2.8,1018.3,-12.3,0.0,North-East,1.4,Aotizhongxin,3,Dingin
52,2013,Maret,3,3,105.0,129.0,88.0,100.0,2.5,2.0,-2.6,1017.2,-13.2,0.0,North-East,1.2,Aotizhongxin,3,Dingin
53,2013,Maret,3,4,106.0,136.0,79.0,92.0,2.799,2.0,-4.3,1016.9,-11.8,0.0,North-North-East,0.9,Aotizhongxin,3,Dingin
54,2013,Maret,3,5,101.0,135.0,64.0,87.0,2.399,2.0,-5.6,1016.3,-10.9,0.0,North,0.8,Aotizhongxin,3,Dingin
55,2013,Maret,3,6,91.0,142.0,67.0,87.0,2.1,2.0,-5.8,1016.2,-11.0,0.0,North-North-East,0.8,Aotizhongxin,3,Dingin
56,2013,Maret,3,7,79.0,116.0,83.0,91.0,2.0,2.0,-3.1,1016.5,-11.1,0.0,North-East,1.5,Aotizhongxin,2,Dingin
57,2013,Maret,3,8,77.0,110.0,123.0,90.0,2.299,2.0,0.7,1016.2,-13.0,0.0,North-North-East,2.3,Aotizhongxin,3,Sejuk
58,2013,Maret,3,9,83.0,119.0,135.0,90.0,2.6,3.0,3.5,1015.8,-13.8,0.0,North-North-East,0.4,Aotizhongxin,3,Sejuk
59,2013,Maret,3,10,94.0,122.0,116.0,90.0,1.8,9.0,6.5,1014.9,-13.2,0.0,North,1.3,Aotizhongxin,2,Sejuk
60,2013,Maret,3,11,96.0,117.0,89.0,93.0,1.6,14.0,11.4,1013.8,-10.8,0.0,East-South-East,0.9,Aotizhongxin,2,Sejuk
61,2013,Maret,3,12,91.0,108.0,77.0,99.0,1.6,14.0,13.8,1012.5,-13.3,0.0,West,1.1,Aotizhongxin,2,Sejuk
62,2013,Maret,3,13,98.0,134.0,50.0,81.0,1.2,33.0,16.0,1011.5,-13.5,0.0,West,5.9,Aotizhongxin,2,Hangat
63,2013,Maret,3,14,72.0,106.0,31.0,57.0,0.9,51.0,16.7,1010.8,-14.0,0.0,West-North-West,4.3,Aotizhongxin,2,Hangat
64,2013,Maret,3,15,48.0,114.0,14.0,17.0,0.5,77.0,16.9,1010.5,-12.7,0.0,West-North-West,2.0,Aotizhongxin,2,Hangat
65,2013,Maret,3,16,28.0,100.0,12.0,17.0,0.4,77.0,16.4,1010.6,-15.4,0.0,North-West,2.9,Aotizhongxin,1,Hangat
66,2013,Maret,3,17,26.0,103.0,9.0,19.0,0.4,73.0,13.1,1011.1,-10.1,0.0,West-South-West,1.7,Aotizhongxin,2,Sejuk
67,2013,Maret,3,18,24.0,82.0,8.0,27.0,0.5,66.0,8.7,1012.3,-11.3,0.0,North-West,1.6,Aotizhongxin,1,Sejuk
68,2013,Maret,3,19,19.0,71.0,26.0,98.0,1.3,11.0,12.2,1013.4,-13.7,0.0,North-North-West,2.0,Aotizhongxin,2,Sejuk
69,2013,Maret,3,20,60.0,175.0,64.0,135.0,2.0,4.0,11.7,1013.5,-12.6,0.0,North,0.9,Aotizhongxin,2,Sejuk
70,2013,Maret,3,21,117.0,181.0,28.0,100.0,1.1,5.0,5.3,1013.6,-10.9,0.0,North,0.0,Aotizhongxin,2,Sejuk
71,2013,Maret,3,22,54.0,105.0,28.0,90.0,1.2,2.0,3.1,1014.1,-10.2,0.0,North-North-East,1.8,Aotizhongxin,2,Sejuk
72,2013,Maret,3,23,46.0,94.0,29.0,84.0,1.2,2.0,5.2,1014.8,-10.6,0.0,North-North-West,1.7,Aotizhongxin,2,Sejuk
73,2013,Maret,4,0,42.0,83.0,51.0,86.0,1.3,4.0,7.7,1015.7,-11.1,0.0,North,2.6,Aotizhongxin,2,Sejuk
74,2013,Maret,4,1,49.0,80.0,39.0,64.0,1.0,25.0,8.2,1016.7,-11.7,0.0,North,2.8,Aotizhongxin,1,Sejuk
75,2013,Maret,4,2,34.0,62.0,17.37590140935861,14.0,0.3,68.0,8.1,1016.7,-11.8,0.0,North,4.3,Aotizhongxin,1,Sejuk
76,2013,Maret,4,3,12.0,34.0,6.0,12.0,1.2629451453977407,77.0,7.2,1016.9,-11.6,0.0,North,2.8,Aotizhongxin,2,Sejuk
77,2013,Maret,4,4,7.0,18.0,14.0,59.305833186451636,0.4,42.0,6.0,1018.0,-11.6,0.0,North-North-West,1.0,Aotizhongxin,1,Sejuk
78,2013,Maret,4,5,10.0,24.0,18.0,45.0,0.4,40.0,2.7,1018.6,-10.9,0.0,South-South-East,0.5,Aotizhongxin,1,Sejuk
79,2013,Maret,4,6,13.0,32.0,24.0,65.0,0.5,22.0,3.8,1018.9,-11.4,0.0,North,2.3,Aotizhongxin,1,Sejuk
80,2013,Maret,4,7,14.0,36.0,30.0,70.0,0.6,17.0,6.5,1019.7,-10.7,0.0,North,2.3,Aotizhongxin,1,Sejuk
81,2013,Maret,4,8,13.0,35.0,38.0,70.0,0.7,21.0,9.0,1020.7,-12.2,0.0,North-East,3.1,Aotizhongxin,1,Sejuk
82,2013,Maret,4,9,15.0,32.0,26.0,36.0,0.5,52.0,10.6,1020.8,-12.1,0.0,North-North-East,1.3,Aotizhongxin,1,Sejuk
83,2013,Maret,4,10,16.0,24.0,22.0,36.0,0.6,57.0,11.9,1020.4,-12.4,0.0,North-East,2.1,Aotizhongxin,1,Sejuk
84,2013,Maret,4,11,18.0,33.0,18.0,27.0,0.4,68.0,13.1,1020.0,-13.0,0.0,North-East,3.0,Aotizhongxin,1,Sejuk
85,2013,Maret,4,12,13.0,28.0,12.0,14.0,0.4,77.0,14.2,1018.9,-13.9,0.0,North,2.7,Aotizhongxin,1,Sejuk
86,2013,Maret,4,13,3.0,12.0,7.0,12.0,0.3,82.0,15.3,1017.8,-13.0,0.0,South,2.0,Aotizhongxin,1,Hangat
87,2013,Maret,4,14,3.0,10.0,8.0,13.0,0.4,84.0,15.2,1017.0,-13.1,0.0,South-West,0.7,Aotizhongxin,1,Hangat
88,2013,Maret,4,15,10.0,13.0,9.0,15.0,0.4,84.0,15.3,1016.3,-13.0,0.0,South-South-West,2.4,Aotizhongxin,1,Hangat
89,2013,Maret,4,16,14.0,20.0,10.0,34.0,0.5,70.0,14.5,1015.7,-13.7,0.0,South,2.6,Aotizhongxin,1,Sejuk
90,2013,Maret,4,17,20.0,33.0,14.0,40.0,0.5,78.0,12.7,1015.9,-11.8,0.0,South-West,2.6,Aotizhongxin,1,Sejuk
91,2013,Maret,4,18,25.0,44.0,13.0,43.0,0.6,75.0,11.6,1016.5,-11.3,0.0,South-South-West,3.4,Aotizhongxin,1,Sejuk
92,2013,Maret,4,19,31.0,63.0,17.0,61.0,0.7,53.0,10.9,1016.6,-10.6,0.0,South-West,3.5,Aotizhongxin,1,Sejuk
93,2013,Maret,4,20,34.0,84.0,18.0,76.0,0.8,40.0,9.9,1016.9,-10.3,0.0,South-South-West,3.1,Aotizhongxin,1,Sejuk
94,2013,Maret,4,21,40.0,85.0,40.0,76.0,0.8,39.0,8.4,1016.9,-10.0,0.0,South-South-West,2.1,Aotizhongxin,1,Sejuk
95,2013,Maret,4,22,51.0,91.0,46.0,85.0,1.0,31.0,8.6,1016.3,-9.9,0.0,South-South-West,2.4,Aotizhongxin,2,Sejuk
96,2013,Maret,4,23,58.0,94.0,46.0,86.0,1.1,84.0,7.7,1015.7,-9.3,0.0,South-West,2.1,Aotizhongxin,2,Sejuk
97,2013,Maret,5,0,71.0,108.0,66.0,78.0,1.1,84.0,4.7,1015.2,-9.1,0.0,South-West,1.6,Aotizhongxin,2,Sejuk
98,2013,Maret,5,1,91.0,127.0,75.0,75.0,1.2,84.0,1.1,1014.7,-7.9,0.0,South-West,0.0,Aotizhongxin,2,Sejuk
99,2013,Maret,5,2,100.0,129.0,58.0,79.0,1.2,84.0,-0.6,1014.4,-8.1,0.0,South,0.0,Aotizhongxin,2,Dingin
100,2013,Maret,5,3,103.0,130.0,66.0,83.0,1.399,84.0,0.2,1014.0,-8.8,0.0,North-East,1.2,Aotizhongxin,2,Sejuk
101,2013,Maret,5,4,115.0,151.0,76.0,92.0,2.299,84.0,1.8,1013.7,-9.5,0.0,North-East,1.5,Aotizhongxin,3,Sejuk
102,2013,Maret,5,5,117.0,153.0,91.0,91.0,2.399,84.0,0.6,1013.9,-9.4,0.0,North,0.8,Aotizhongxin,3,Sejuk
103,2013,Maret,5,6,104.0,145.0,94.0,89.0,2.2,84.0,-0.2,1013.4,-8.6,0.0,North-East,1.3,Aotizhongxin,3,Dingin
104,2013,Maret,5,7,106.0,146.0,82.0,87.0,2.299,84.0,2.9,1013.4,-9.1,0.0,North-North-East,1.3,Aotizhongxin,3,Sejuk
105,2013,Maret,5,8,111.0,147.0,101.0,87.0,2.399,84.0,5.1,1013.4,-9.1,0.0,North-North-East,1.2,Aotizhongxin,3,Sejuk
106,2013,Maret,5,9,114.0,159.0,114.0,92.0,2.899,84.0,7.7,1012.8,-8.4,0.0,North-North-East,1.5,Aotizhongxin,3,Sejuk
107,2013,Maret,5,10,131.0,177.0,107.0,104.0,2.7,84.0,9.4,1012.0,-8.2,0.0,North-East,1.5,Aotizhongxin,3,Sejuk
108,2013,Maret,5,11,138.0,184.0,109.0,115.0,2.299,84.0,10.6,1011.1,-8.1,0.0,North-North-East,1.4,Aotizhongxin,3,Sejuk
109,2013,Maret,5,12,142.0,184.0,104.0,136.0,2.299,15.0,11.9,1009.7,-7.5,0.0,North-North-West,1.3,Aotizhongxin,3,Sejuk
110,2013,Maret,5,13,163.0,193.0,94.0,147.0,2.2,84.0,12.6,1008.5,-8.0,0.0,North,1.0,Aotizhongxin,3,Sejuk
111,2013,Maret,5,14,168.0,182.0,85.0,158.0,2.1,84.0,13.5,1007.7,-7.8,0.0,North-North-East,1.4,Aotizhongxin,3,Sejuk
112,2013,Maret,5,15,165.0,171.0,85.0,172.0,2.2,78.0,13.8,1007.2,-7.6,0.0,North-East,1.2,Aotizhongxin,3,Sejuk
113,2013,Maret,5,16,166.0,186.0,97.0,194.0,2.7,78.0,13.2,1007.1,-7.0,0.0,North-East,2.0,Aotizhongxin,3,Sejuk
114,2013,Maret,5,17,190.0,218.0,101.0,204.0,2.799,75.0,12.1,1007.7,-6.4,0.0,North-North-East,1.6,Aotizhongxin,3,Sejuk
115,2013,Maret,5,18,203.0,248.0,107.0,197.0,2.5,53.0,9.0,1008.2,-5.7,0.0,North-East,1.4,Aotizhongxin,3,Sejuk
116,2013,Maret,5,19,210.0,255.0,103.0,188.0,2.2,40.0,5.3,1008.5,-4.8,0.0,East-South-East,0.0,Aotizhongxin,3,Sejuk
117,2013,Maret,5,20,205.0,244.0,106.0,189.0,2.5,39.0,3.3,1008.7,-4.7,0.0,North,0.2,Aotizhongxin,3,Sejuk
118,2013,Maret,5,21,215.0,252.0,93.0,178.0,3.1,31.0,2.9,1009.0,-4.6,0.0,North-North-East,1.2,Aotizhongxin,3,Sejuk
119,2013,Maret,5,22,219.0,253.0,92.0,169.0,3.2,29.0,5.2,1008.9,-6.1,0.0,North-East,1.1,Aotizhongxin,3,Sejuk
120,2013,Maret,5,23,226.0,269.0,147.0,184.0,4.4,29.0,4.9,1008.4,-6.1,0.0,North-East,1.4,Aotizhongxin,3,Sejuk
121,2013,Maret,6,0,284.0,315.0,133.0,174.0,4.0,28.0,4.9,1008.5,-6.4,0.0,North-East,1.2,Aotizhongxin,3,Sejuk
122,2013,Maret,6,1,272.0,300.0,131.0,166.0,4.0,22.0,4.8,1008.3,-5.9,0.0,North-East,1.5,Aotizhongxin,3,Sejuk
123,2013,Maret,6,2,242.0,265.0,109.0,146.0,3.2,22.0,4.1,1007.8,-5.9,0.0,North-East,1.9,Aotizhongxin,3,Sejuk
124,2013,Maret,6,3,212.0,229.0,90.0,141.0,2.6,22.0,4.0,1007.6,-6.3,0.0,North-East,1.9,Aotizhongxin,3,Sejuk
125,2013,Maret,6,4,192.0,203.0,83.6808,140.4252,1.2629451453977407,22.0,3.9,1007.3,-6.1,0.0,North-East,1.4,Aotizhongxin,3,Sejuk
126,2013,Maret,6,5,188.0,194.0,92.0,143.0,2.5,22.0,4.1,1007.8,-5.7,0.0,North-East,1.6,Aotizhongxin,3,Sejuk
127,2013,Maret,6,6,186.0,194.0,94.0,131.0,2.6,22.0,4.5,1008.4,-5.3,0.0,North-East,2.0,Aotizhongxin,3,Sejuk
128,2013,Maret,6,7,188.0,196.0,92.0,129.0,2.7,22.0,5.7,1009.3,-5.0,0.0,North-East,1.7,Aotizhongxin,3,Sejuk
129,2013,Maret,6,8,194.0,205.0,102.0,113.0,2.5,22.0,6.6,1009.3,-4.8,0.0,North-East,1.7,Aotizhongxin,3,Sejuk
130,2013,Maret,6,9,184.0,198.0,98.0,102.0,2.399,22.0,7.5,1009.1,-4.6,0.0,North-East,1.7,Aotizhongxin,3,Sejuk
131,2013,Maret,6,10,175.0,198.0,107.0,103.0,2.6,22.0,8.7,1008.6,-4.5,0.0,North-East,1.5,Aotizhongxin,3,Sejuk
132,2013,Maret,6,11,179.0,212.0,119.0,105.0,2.399,22.0,10.1,1007.7,-4.7,0.0,North-East,1.4,Aotizhongxin,3,Sejuk
133,2013,Maret,6,12,192.0,219.0,124.0,113.0,2.299,22.0,11.1,1006.9,-4.2,0.0,East-North-East,0.4,Aotizhongxin,3,Sejuk
134,2013,Maret,6,13,201.0,233.0,126.0,136.0,2.7,22.0,12.6,1005.8,-3.7,0.0,West-South-West,1.5,Aotizhongxin,3,Sejuk
135,2013,Maret,6,14,230.0,265.0,130.0,146.0,2.799,14.0,14.5,1005.5,-3.3,0.0,South-South-East,1.6,Aotizhongxin,3,Sejuk
136,2013,Maret,6,15,246.0,277.0,140.0,157.0,2.899,10.0,14.7,1005.5,-3.2,0.0,South-South-West,2.5,Aotizhongxin,3,Sejuk
137,2013,Maret,6,16,248.0,285.0,154.0,146.0,2.799,17.0,14.2,1005.5,-3.2,0.0,South,1.4,Aotizhongxin,3,Sejuk
138,2013,Maret,6,17,230.0,276.0,145.0,171.0,3.2,17.0,11.6,1005.9,-3.4,0.0,South-South-West,1.1,Aotizhongxin,3,Sejuk
139,2013,Maret,6,18,239.0,291.0,142.0,177.0,3.5,17.0,6.8,1006.8,-2.9,0.0,West-South-West,0.9,Aotizhongxin,3,Sejuk
140,2013,Maret,6,19,242.0,338.0,124.0,164.0,3.7,17.0,5.1,1007.6,-2.5,0.0,West-South-West,1.2,Aotizhongxin,3,Sejuk
141,2013,Maret,6,20,254.0,396.0,107.0,154.0,4.2,17.0,4.4,1008.2,-2.5,0.0,South-South-West,1.1,Aotizhongxin,3,Sejuk
142,2013,Maret,6,21,266.0,380.0,117.0,159.0,3.799,17.0,3.8,1007.7,-2.2,0.0,West-South-West,1.9,Aotizhongxin,3,Sejuk
143,2013,Maret,6,22,254.0,335.0,111.0,148.0,4.099,17.0,2.4,1007.3,-2.5,0.0,West-South-West,1.2,Aotizhongxin,3,Sejuk
144,2013,Maret,6,23,260.0,360.0,119.0,145.0,4.0,17.0,2.3,1007.2,-2.4,0.0,North-North-East,1.3,Aotizhongxin,3,Sejuk
145,2013,Maret,7,0,250.0,319.0,102.0,139.0,4.0,17.0,1.5,1007.1,-2.6,0.0,North-North-East,0.8,Aotizhongxin,3,Sejuk
146,2013,Maret,7,1,240.0,297.0,91.0,127.0,4.0,17.0,0.7,1007.1,-2.7,0.0,South-East,1.2,Aotizhongxin,3,Sejuk
147,2013,Maret,7,2,238.0,294.0,83.0,133.0,4.0,17.0,1.5,1006.9,-2.5,0.0,North-North-East,0.6,Aotizhongxin,3,Sejuk
148,2013,Maret,7,3,243.0,293.0,86.0,121.0,4.099,17.0,0.3,1006.5,-2.7,0.0,West-North-West,1.7,Aotizhongxin,3,Sejuk
149,2013,Maret,7,4,246.0,304.0,57.0,113.0,5.0,17.0,-0.9,1006.4,-3.3,0.0,North,0.5,Aotizhongxin,3,Dingin
150,2013,Maret,7,5,275.0,337.0,46.0,103.0,5.599,17.0,1.6,1006.7,-1.5,0.0,North-North-East,1.7,Aotizhongxin,3,Sejuk
151,2013,Maret,7,6,306.0,366.0,41.0,114.0,5.7,17.0,0.3,1006.6,-2.7,0.0,South-West,0.4,Aotizhongxin,3,Sejuk
152,2013,Maret,7,7,320.0,374.0,46.0,124.0,4.599,17.0,2.4,1006.8,-1.4,0.0,North-North-East,1.5,Aotizhongxin,3,Sejuk
153,2013,Maret,7,8,292.0,344.0,78.0,106.0,3.7,17.0,8.3,1006.5,-1.0,0.0,North-North-East,0.8,Aotizhongxin,3,Sejuk
154,2013,Maret,7,9,251.0,282.0,182.0,116.0,3.299,17.0,10.1,1006.1,-0.7,0.0,West,0.6,Aotizhongxin,3,Sejuk
155,2013,Maret,7,10,228.0,255.0,166.0,135.0,3.2,17.0,12.7,1005.5,-1.6,0.0,East-North-East,1.2,Aotizhongxin,3,Sejuk
156,2013,Maret,7,11,217.0,255.0,169.0,171.0,4.0,17.0,16.5,1003.6,-1.6,0.0,West-South-West,1.7,Aotizhongxin,3,Hangat
157,2013,Maret,7,12,255.0,311.0,154.0,201.0,4.0,17.0,17.1,1001.6,-3.1,0.0,South-South-West,3.7,Aotizhongxin,3,Hangat
158,2013,Maret,7,13,258.0,283.0,111.0,226.0,3.7,17.0,17.7,1000.2,-3.2,0.0,South-West,3.1,Aotizhongxin,3,Hangat
159,2013,Maret,7,14,277.0,284.0,102.0,167.0,2.899,39.0,18.3,998.6,-3.2,0.0,South-South-West,3.6,Aotizhongxin,3,Hangat
160,2013,Maret,7,15,282.0,326.0,79.0,130.0,2.399,61.0,18.6,997.6,-1.8,0.0,South-South-West,3.3,Aotizhongxin,3,Hangat
161,2013,Maret,7,16,267.0,310.0,62.0,97.0,1.899,80.0,17.9,997.2,-0.9,0.0,South-West,1.9,Aotizhongxin,3,Hangat
162,2013,Maret,7,17,216.0,257.0,64.0,86.0,1.6,84.0,15.4,997.1,-1.7,0.0,North-North-West,1.4,Aotizhongxin,3,Hangat
163,2013,Maret,7,18,201.0,255.0,76.0,125.0,1.899,84.0,14.4,997.4,-2.5,0.0,North,1.9,Aotizhongxin,3,Sejuk
164,2013,Maret,7,19,211.0,287.0,79.0,173.0,2.399,10.0,13.4,997.9,-2.6,0.0,North-North-East,1.5,Aotizhongxin,3,Sejuk
165,2013,Maret,7,20,227.0,298.0,99.0,207.0,3.399,84.0,11.8,997.7,-2.1,0.0,North-East,1.5,Aotizhongxin,3,Sejuk
166,2013,Maret,7,21,282.0,377.0,114.0,213.0,4.0,84.0,9.2,997.9,-1.3,0.0,North-North-East,1.4,Aotizhongxin,3,Sejuk
167,2013,Maret,7,22,363.0,452.0,126.0,210.0,4.0,84.0,7.5,998.3,-1.2,0.0,North-East,1.3,Aotizhongxin,3,Sejuk
168,2013,Maret,7,23,376.0,426.0,128.0,209.0,3.799,84.0,6.6,998.4,-0.9,0.0,East,0.1,Aotizhongxin,3,Sejuk
169,2013,Maret,8,0,344.0,389.0,107.0,195.0,3.799,84.0,4.1,998.2,-1.3,0.0,East-South-East,0.0,Aotizhongxin,3,Sejuk
170,2013,Maret,8,1,339.0,370.0,90.0,177.0,4.099,84.0,3.3,998.5,-1.7,0.0,North,0.9,Aotizhongxin,3,Sejuk
171,2013,Maret,8,2,339.0,400.0,17.37590140935861,162.0,3.899,84.0,2.5,998.2,-1.9,0.0,South-West,0.8,Aotizhongxin,3,Sejuk
